Query_ID	Query_length	Query_start	Query_end	Subject_ID	Subject_length	Subject_start	Subject_end	E_value	Percent_ID	Query_coverage	Percent_positive_ID	Gap_openings	Total_gaps	Bitscore	Raw_score
Dcitr02g14860.1.2	276	1	277	TUTL_DROME	276	259	535	9.35e-153	77.617	84	89.53	0	0	466	1198
Dcitr02g14870.1.1	534	1	535	TUTL_DROME	535	371	906	0.0	71.375	95	84.01	3	5	811	2096
Dcitr02g14870.1.2	534	1	535	TUTL_DROME	535	371	906	0.0	71.375	95	84.01	3	5	811	2096
Dcitr02g14880.1.1	150	20	170	TUTL_DROME	150	756	906	3.39e-81	81.457	82	90.73	0	0	262	669
Dcitr02g15270.1.1	964	283	1247	DHX8_DROME	961	271	1232	0.0	84.671	77	92.49	7	17	1700	4402
Dcitr02g15270.1.2	964	329	1293	DHX8_DROME	961	271	1232	0.0	84.671	74	92.49	7	17	1701	4406
Dcitr02g15410.1.1	361	29	390	Q7KTN8_DROME	361	65	426	0.0	75.967	93	86.46	0	0	570	1468
Dcitr02g15410.1.1	361	29	390	Q9VMR4_DROME	361	65	426	0.0	75.967	93	86.46	0	0	569	1467
Dcitr02g15410.1.1	361	29	390	Q7KIQ2_DROME	361	65	426	0.0	75.967	93	86.46	0	0	569	1467
Dcitr02g15410.1.2	374	43	417	Q7KTN8_DROME	371	55	426	0.0	74.933	90	85.07	1	3	577	1486
Dcitr02g15410.1.2	374	43	417	E0A9E1_DROME	371	55	426	0.0	74.933	90	85.07	1	3	576	1485
Dcitr02g15410.1.2	374	43	417	A8DYV6_DROME	371	55	426	0.0	74.933	90	85.07	1	3	576	1484
Dcitr02g15660.1.1	222	57	279	LIX1_DROME	222	24	246	6.20e-138	81.614	79	89.69	0	0	390	1001
Dcitr02g16070.1.1	174	17	191	Q9VL69_DROME	174	14	188	7.06e-91	71.429	91	88.57	0	0	264	674
Dcitr02g16180.1.1	730	1	731	Q9VQE0_DROME	734	1	735	0.0	72.244	99	81.81	8	40	1085	2807
Dcitr02g16180.1.1	730	1	731	Q8IHG0_DROME	734	1	735	0.0	72.244	99	81.81	8	40	1085	2806
Dcitr02g16410.1.1	181	31	212	Q9W227_DROME	181	22	203	1.53e-96	72.527	85	86.26	0	0	280	715
Dcitr02g16410.1.1	179	31	210	CYP5_CAEEL	179	22	201	1.21e-91	71.111	84	82.78	0	0	267	683
Dcitr02g17010.1.1	258	44	302	EWG_DROME	250	98	348	1.27e-117	73.563	80	86.21	3	12	364	934
Dcitr02g17010.1.3	258	44	302	EWG_DROME	250	98	348	1.27e-117	73.563	80	86.21	3	12	364	934
Dcitr02g17010.1.4	258	44	302	EWG_DROME	250	98	348	1.27e-117	73.563	80	86.21	3	12	364	934
Dcitr02g17350.1.1	442	1	443	O62530_DROME	436	1	437	0.0	92.099	99	94.58	1	6	846	2185
Dcitr02g17350.1.1	442	1	443	AP2M_CAEEL	440	1	441	0.0	80.710	99	88.03	3	18	766	1977
Dcitr02g17420.1.1	85	1	86	DRI_DROME	85	320	405	1.99e-45	86.047	75	91.86	0	0	156	394
Dcitr02g17550.1.1	714	1	715	Q9Y119_DROME	704	99	803	0.0	71.548	97	82.43	5	14	1070	2767
Dcitr02g17550.1.2	714	1	715	Q9Y119_DROME	704	99	803	0.0	71.548	97	82.43	5	14	1070	2767
Dcitr02g18000.1.1	328	1	329	CSK2A_DROME	328	1	329	0.0	90.881	93	95.14	0	0	587	1513
Dcitr02g18000.1.1	328	3	331	CSK2A_CAEEL	328	4	332	0.0	83.587	93	92.10	0	0	540	1391
Dcitr02g18030.1.1	124	14	138	CSK2A_DROME	124	83	207	5.47e-85	95.200	84	97.60	0	0	252	644
Dcitr02g18030.1.1	124	14	138	CSK2A_CAEEL	124	84	208	6.17e-78	88.000	84	93.60	0	0	235	599
Dcitr02g18030.1.1	124	14	138	Q8IIR9_PLAF7	124	89	213	6.27e-69	76.000	84	88.00	0	0	211	537
Dcitr02g18070.1.1	104	211	315	A0A0B4K827_DROME	102	136	238	1.31e-46	73.333	93	84.76	1	2	169	427
Dcitr02g18070.1.1	104	211	315	Q0E9M0_DROME	102	136	238	1.45e-46	73.333	93	84.76	1	2	169	427
Dcitr02g18070.1.1	104	211	315	Q0E9J3_DROME	103	136	239	3.95e-46	73.333	93	85.71	1	1	167	424
Dcitr02g18120.1.1	82	1	83	Q7KA43_DROME	82	1	83	1.30e-44	73.494	98	85.54	0	0	138	348
Dcitr02g18150.1.1	82	1	83	Q7KA43_DROME	82	1	83	1.30e-44	73.494	98	85.54	0	0	138	348
Dcitr02g18880.1.1	428	16	444	CSN2_DROME	428	16	444	0.0	84.848	96	91.38	0	0	758	1956
Dcitr02g18900.1.1	428	16	444	CSN2_DROME	428	16	444	0.0	84.848	96	91.38	0	0	758	1956
Dcitr02g19110.1.1	183	1	184	RAP1_DROME	183	1	184	4.15e-113	91.848	99	94.57	0	0	319	818
Dcitr02g19110.1.1	180	1	181	RAP1_CAEEL	182	1	183	1.04e-112	83.607	98	92.35	1	2	318	816
Dcitr02g19110.1.1	183	1	184	RAPA_DICDI	183	3	186	1.79e-100	76.757	99	84.32	2	2	288	736
Dcitr02g19250.1.1	111	1	112	DAD1_DROME	111	1	112	1.80e-58	75.893	99	83.93	0	0	176	445
Dcitr02g19250.1.1	99	13	112	DAD1_ARAVE	99	14	113	1.70e-57	84.000	88	89.00	0	0	173	438
Dcitr02g19330.1.1	111	1	112	DAD1_DROME	111	1	112	1.80e-58	75.893	99	83.93	0	0	176	445
Dcitr02g19330.1.1	99	13	112	DAD1_ARAVE	99	14	113	1.70e-57	84.000	88	89.00	0	0	173	438
Dcitr02g19740.1.1	402	1	403	HSP7D_DROME	397	1	398	0.0	90.571	97	95.04	1	5	756	1952
Dcitr02g19740.1.1	402	1	403	HSP7A_CAEEL	398	1	399	0.0	86.139	97	92.33	2	6	720	1858
Dcitr02g19740.1.1	398	5	403	HSP70_DROME	394	2	396	0.0	81.500	96	90.75	2	6	680	1755
Dcitr02g19930.1.1	430	1	431	AKT1_DROME	429	166	595	0.0	73.333	99	83.68	3	9	664	1713
Dcitr02g20010.1.1	514	21	535	Q9VV60_DROME	517	8	525	0.0	71.073	96	81.80	4	11	748	1932
Dcitr02g20030.1.1	13	255	268	Q8MRQ2_DROME	13	387	400	1.8	78.571	76	85.71	0	0	30.4	67
Dcitr02g20070.1.1	514	21	535	Q9VV60_DROME	517	8	525	0.0	71.073	96	81.99	4	11	749	1933
Dcitr02g20190.1.1	471	1	472	ROP_DROME	481	1	482	0.0	72.050	100	82.40	2	12	722	1864
Dcitr02g20210.1.1	475	2	477	ROP_DROME	474	120	594	0.0	75.630	99	85.92	1	1	768	1982
Dcitr03g01400.1.1	386	23	409	COLL_DROME	397	36	433	0.0	87.407	89	91.11	4	25	729	1881
Dcitr03g01400.1.2	390	23	413	COLL_DROME	397	36	433	0.0	87.407	89	90.86	4	21	725	1872
Dcitr03g01410.1.1	138	2	140	COLL_DROME	138	63	201	2.91e-95	93.525	99	97.12	0	0	285	730
Dcitr03g01410.1.1	139	1	140	UNC3_CAEEL	139	49	188	1.12e-79	77.143	100	86.43	0	0	243	620
Dcitr03g01660.1.1	28	348	376	A0A0B4KGY9_DROME	28	539	567	1.35e-09	82.759	76	89.66	0	0	60.1	144
Dcitr03g01660.1.1	28	348	376	Q8MS04_DROME	28	606	634	1.22e-09	82.759	76	89.66	0	0	60.1	144
Dcitr03g01660.1.1	28	348	376	Q9VBQ1_DROME	28	578	606	1.34e-09	82.759	76	89.66	0	0	60.1	144
Dcitr03g01690.1.1	438	1	439	Q18817_CAEEL	439	1	440	0.0	72.500	96	86.14	1	1	677	1748
Dcitr03g01690.1.1	440	1	441	TBB4_CAEEL	441	1	442	0.0	71.719	96	84.84	1	1	669	1727
Dcitr03g01690.1.1	433	1	434	TBB2_CAEEL	434	1	435	0.0	71.954	95	86.21	1	1	668	1723
Dcitr03g02350.1.1	183	29	212	ARL2_DROME	183	1	184	6.13e-101	74.457	86	84.78	0	0	290	742
Dcitr03g02530.1.1	183	41	224	ARL2_DROME	183	1	184	8.95e-101	74.457	82	84.78	0	0	290	742
Dcitr03g03150.1.1	302	1	303	Q9VHJ4_DROME	302	1	303	4.01e-176	75.248	99	86.47	0	0	489	1259
Dcitr03g03220.1.1	128	12	140	Q9VHJ4_DROME	128	38	166	2.01e-71	74.419	87	87.60	0	0	217	552
Dcitr03g03430.1.1	449	1234	1683	Q9VHK1_DROME	463	769	1232	0.0	70.323	75	83.44	3	16	665	1715
Dcitr03g03430.1.1	449	1234	1683	Q8MQQ3_DROME	463	405	868	0.0	70.323	75	83.44	3	16	662	1709
Dcitr03g03430.1.1	449	1234	1683	Q94880_DROME	463	405	868	0.0	70.323	75	83.44	3	16	662	1709
Dcitr03g03510.1.1	525	44	569	A0A0B4KHB9_DROME	544	167	711	0.0	70.513	91	82.60	4	21	791	2044
Dcitr03g03510.1.1	495	74	569	Q8IN89_DROME	513	466	979	0.0	72.039	86	83.69	3	20	773	1997
Dcitr03g03660.1.1	218	100	318	PSA2_DROME	219	15	234	1.27e-129	79.091	99	89.55	1	1	369	947
Dcitr03g03660.1.1	105	1	106	PSA2_DROME	111	1	112	1.38e-45	71.429	99	82.14	2	6	154	390
Dcitr03g03750.1.1	300	1	301	Q9VBC7_DROME	299	355	654	2.29e-175	79.070	99	88.04	1	1	500	1287
Dcitr03g03750.1.1	300	1	301	Q9UAE7_DROME	299	355	654	3.94e-175	79.070	99	88.04	1	1	499	1285
Dcitr03g04010.1.1	68	9	77	HTH_DROME	71	416	487	6.00e-21	70.270	88	74.32	5	7	84.7	208
Dcitr03g04390.1.1	145	30	175	RL4_DROME	150	36	186	2.02e-77	75.497	77	84.77	1	5	237	604
Dcitr03g04990.1.1	91	1	92	CPO_DROME	91	441	532	5.24e-63	100.000	91	100.00	0	0	201	510
Dcitr03g04990.1.1	96	1	97	G5ECJ4_CAEEL	96	30	126	5.29e-44	71.134	96	83.51	0	0	144	364
Dcitr03g04990.1.2	82	1	83	CPO_DROME	81	451	532	1.50e-53	98.795	90	98.80	1	1	175	444
Dcitr03g05550.1.1	111	6	117	SNP25_DROME	111	101	212	1.37e-69	89.286	95	95.54	0	0	207	527
Dcitr03g05560.1.1	18	766	784	Q0KI85_DROME	18	1069	1087	0.18	84.211	97	89.47	0	0	35.8	81
Dcitr03g06150.1.1	332	2	334	SUCA_DROME	326	1	327	7.22e-168	77.177	99	84.38	1	6	470	1209
Dcitr03g06150.1.1	305	20	325	SUCA_CAEEL	308	6	314	1.35e-156	72.168	91	82.85	1	3	441	1135
Dcitr03g06150.1.1	299	32	331	SUCA_DICDI	296	15	311	5.14e-147	72.333	89	85.67	1	3	417	1071
Dcitr03g06220.1.1	357	2	359	SUCA_DROME	326	1	327	2.03e-161	71.788	99	78.21	2	31	455	1170
Dcitr03g06270.1.1	322	96	418	SUCA_DROME	316	11	327	2.14e-167	78.947	77	87.00	1	6	472	1215
Dcitr03g06270.1.1	305	104	409	SUCA_CAEEL	308	6	314	1.95e-155	72.168	73	82.85	1	3	442	1136
Dcitr03g06270.1.1	297	116	413	SUCA_DICDI	294	15	309	4.72e-146	72.819	71	86.24	1	3	418	1074
Dcitr03g06350.1.1	157	16	173	Q9VV89_DROME	165	9	174	3.76e-90	75.904	91	89.16	1	8	260	665
Dcitr03g06350.1.1	154	19	173	Q8IQP2_DROME	162	1	163	4.68e-88	75.460	89	88.96	1	8	255	651
Dcitr03g06350.1.1	143	16	159	Q8IQP1_DROME	151	9	160	2.30e-80	75.658	83	88.82	1	8	236	601
Dcitr03g06530.1.1	595	2	597	WDR1_DROME	597	8	605	0.0	72.408	99	84.62	1	2	927	2395
Dcitr03g07070.1.1	119	1	120	Q9VVU2_DROME	119	30	149	4.41e-69	79.167	96	88.33	0	0	204	519
Dcitr03g07170.1.1	148	1	149	Q9VVU2_DROME	148	1	149	3.26e-87	79.195	97	87.92	0	0	251	641
Dcitr03g07180.1.1	106	1	107	Q9VVU2_DROME	106	1	107	6.91e-61	78.505	98	89.72	0	0	182	463
Dcitr03g07360.1.1	226	1	227	PP1B_DROME	226	1	227	9.59e-155	91.189	86	93.39	0	0	434	1115
Dcitr03g07360.1.1	229	3	232	GLC7A_CAEEL	229	4	233	1.56e-149	86.522	87	91.30	0	0	421	1081
Dcitr03g07360.1.1	228	5	233	GLC7B_CAEEL	228	5	233	1.11e-147	84.716	87	91.27	0	0	416	1069
Dcitr03g07360.1.2	226	1	227	PP1B_DROME	226	1	227	9.59e-155	91.189	86	93.39	0	0	434	1115
Dcitr03g07360.1.2	229	3	232	GLC7A_CAEEL	229	4	233	1.56e-149	86.522	87	91.30	0	0	421	1081
Dcitr03g07360.1.2	228	5	233	GLC7B_CAEEL	228	5	233	1.11e-147	84.716	87	91.27	0	0	416	1069
Dcitr03g07410.1.1	320	1	321	PP1B_DROME	321	1	322	0.0	90.994	99	95.34	1	1	614	1583
Dcitr03g07410.1.1	317	3	320	GLC7A_CAEEL	318	4	322	0.0	89.028	98	93.10	1	1	593	1529
Dcitr03g07410.1.1	316	5	321	GLC7B_CAEEL	318	5	323	0.0	85.625	98	91.88	2	4	577	1486
Dcitr03g07470.1.1	219	36	255	OAR_DROME	221	99	320	1.37e-100	70.270	75	86.94	1	2	312	799
Dcitr03g07470.1.1	100	263	363	OAR_DROME	99	500	599	3.79e-47	77.228	75	89.11	1	1	171	432
Dcitr03g07690.1.1	366	162	528	Q8IH57_DROME	382	160	542	0.0	71.354	86	82.55	3	18	552	1423
Dcitr03g07690.1.1	366	162	528	Q8IGS0_DROME	382	160	542	0.0	71.429	86	82.86	4	20	552	1422
Dcitr03g07690.1.1	366	162	528	Q86NW1_DROME	382	160	542	0.0	71.429	86	82.86	4	20	552	1422
Dcitr03g07880.1.1	139	1	140	Q9VGS1_DROME	139	226	365	4.99e-75	73.571	97	87.86	0	0	228	580
Dcitr03g07900.1.1	141	1	142	Q9VDC3_DROME	141	1	142	3.58e-101	98.592	99	99.30	0	0	286	731
Dcitr03g07900.1.1	141	1	142	Q9GQM7_DROME	141	1	142	2.96e-98	95.775	99	97.89	0	0	278	712
Dcitr03g07900.1.1	141	1	142	Q19123_CAEEL	141	1	142	1.15e-97	95.775	99	97.18	0	0	277	708
Dcitr03g07990.1.1	141	1	142	Q9VDC3_DROME	141	1	142	3.58e-101	98.592	99	99.30	0	0	286	731
Dcitr03g07990.1.1	141	1	142	Q9GQM7_DROME	141	1	142	2.96e-98	95.775	99	97.89	0	0	278	712
Dcitr03g07990.1.1	141	1	142	Q19123_CAEEL	141	1	142	1.15e-97	95.775	99	97.18	0	0	277	708
Dcitr03g08000.1.1	139	1	140	Q9VGS1_DROME	139	226	365	4.99e-75	73.571	97	87.86	0	0	228	580
Dcitr03g08030.1.1	141	1	142	Q9VDC3_DROME	141	1	142	3.58e-101	98.592	99	99.30	0	0	286	731
Dcitr03g08030.1.1	141	1	142	Q9GQM7_DROME	141	1	142	2.96e-98	95.775	99	97.89	0	0	278	712
Dcitr03g08030.1.1	141	1	142	Q19123_CAEEL	141	1	142	1.15e-97	95.775	99	97.18	0	0	277	708
Dcitr03g08060.1.1	116	1	117	RS25_DROME	115	1	116	1.56e-44	83.761	97	92.31	1	1	141	355
Dcitr03g08060.1.2	116	1	117	RS25_DROME	115	1	116	1.56e-44	83.761	97	92.31	1	1	141	355
Dcitr03g08060.1.3	116	1	117	RS25_DROME	115	1	116	1.56e-44	83.761	97	92.31	1	1	141	355
Dcitr03g08100.1.1	437	14	451	GLUCL_DROME	446	10	456	0.0	78.982	96	85.84	8	19	717	1850
Dcitr03g08180.1.1	182	1	183	ATNA_DROME	206	835	1041	2.05e-106	74.396	99	79.71	1	24	327	839
Dcitr03g08200.1.1	315	1	316	ATNA_DROME	315	726	1041	0.0	90.190	99	93.99	0	0	607	1564
Dcitr03g08200.1.1	314	2	316	P90735_CAEEL	314	682	996	0.0	80.635	99	89.21	0	0	536	1382
Dcitr03g08200.1.1	314	2	316	A8QI34_DROME	314	695	1009	2.19e-159	70.476	99	81.27	0	0	471	1211
Dcitr03g08210.1.1	115	1	116	ATNA_DROME	114	601	715	4.40e-66	92.241	98	96.55	1	1	215	547
Dcitr03g08210.1.1	115	1	116	P90735_CAEEL	114	556	670	9.17e-61	82.759	98	92.24	1	1	200	508
Dcitr03g08220.1.1	496	3	499	ATNA_DROME	457	6	463	0.0	81.489	99	87.12	2	39	826	2133
Dcitr03g08230.1.1	867	3	870	ATNA_DROME	829	6	835	0.0	85.386	99	91.02	3	40	1514	3919
Dcitr03g08230.1.1	829	41	870	P90735_CAEEL	787	3	790	0.0	72.924	95	82.55	4	44	1225	3169
Dcitr03g08480.1.1	115	1	116	POXM_DROME	113	32	145	5.40e-67	87.931	81	94.83	1	2	210	534
Dcitr03g08560.1.1	115	1	116	POXM_DROME	113	32	145	5.40e-67	87.931	81	94.83	1	2	210	534
Dcitr03g08840.1.1	191	1	192	HSP7E_DROME	191	493	684	1.61e-94	74.479	98	89.06	0	0	289	739
Dcitr03g08850.1.1	439	13	452	HSP7E_DROME	437	33	470	0.0	85.682	96	93.18	1	2	783	2022
Dcitr03g08850.1.1	429	23	452	HSP7F_CAEEL	429	20	449	0.0	78.654	94	89.79	2	2	712	1837
Dcitr03g08890.1.1	676	1	677	HSP7E_DROME	683	1	684	0.0	78.229	99	88.53	3	17	1098	2840
Dcitr03g08890.1.1	632	46	678	HSP7F_CAEEL	637	20	657	0.0	73.375	93	85.76	4	21	981	2537
Dcitr03g08970.1.1	642	38	680	HSP7E_DROME	641	43	684	0.0	81.988	94	92.08	2	3	1087	2810
Dcitr03g08970.1.1	639	42	681	HSP7F_CAEEL	631	26	657	0.0	73.832	94	86.45	5	12	974	2519
Dcitr03g09430.1.1	249	178	427	O96660_DROME	250	236	486	1.67e-154	85.657	99	88.84	1	1	446	1147
Dcitr03g09490.1.1	248	145	393	Q9TZQ2_DROME	249	235	484	1.01e-154	86.000	92	88.80	1	1	445	1145
Dcitr03g09490.1.1	248	145	393	O96660_DROME	249	237	486	1.57e-154	86.000	92	88.80	1	1	445	1144
Dcitr03g09590.1.1	727	1	728	MCM5_DROME	731	1	732	0.0	73.806	99	87.04	4	6	1142	2955
Dcitr03g09600.1.1	315	1	316	MCM5_DROME	319	322	641	1.97e-175	74.688	78	89.06	2	4	507	1306
Dcitr03g09700.1.1	239	32	271	Q557E6_DICDI	239	35	274	2.05e-125	72.917	85	83.33	0	0	361	927
Dcitr03g10090.1.1	311	450	761	MAS_DROME	303	744	1047	2.28e-166	79.553	78	83.39	3	10	508	1307
Dcitr03g10940.1.1	109	2	111	Q9VB23_DROME	110	3	113	4.48e-45	80.180	72	88.29	1	1	154	389
Dcitr03g10950.1.1	441	2	443	Q9VB23_DROME	457	3	460	0.0	77.729	99	86.03	4	16	692	1785
Dcitr03g11060.1.1	114	1	115	IF4A3_DROME	114	285	399	4.03e-77	96.522	99	98.26	0	0	233	593
Dcitr03g11060.1.1	109	6	115	Q8IKF0_PLAF7	111	287	398	2.34e-48	70.536	95	83.93	1	2	159	401
Dcitr03g11260.1.1	311	101	412	PUF68_DROME	327	41	368	3.44e-147	72.205	77	80.36	3	22	439	1130
Dcitr03g11360.1.1	205	1	206	X2J708_DROME	205	21	226	4.77e-117	75.243	99	88.83	0	0	339	869
Dcitr03g11360.1.1	205	1	206	Q9VMN3_DROME	205	47	252	7.50e-117	75.243	99	88.83	0	0	339	870
Dcitr03g11360.1.1	205	1	206	M9MRD8_DROME	205	44	249	8.97e-117	75.243	99	88.83	0	0	339	869
Dcitr03g11540.1.1	397	314	711	Q9VEL0_DROME	392	228	620	0.0	78.894	78	88.44	1	5	674	1740
Dcitr03g11540.1.1	397	314	711	A0A0B4KGU2_DROME	392	228	620	0.0	78.894	78	88.44	1	5	674	1740
Dcitr03g11630.1.1	204	1	205	Q9VBL2_DROME	203	1	204	1.16e-112	73.786	98	89.32	3	3	321	823
Dcitr03g11900.1.1	877	1	878	Q9VGZ3_DROME	897	1	898	0.0	71.000	99	82.67	8	24	1286	3329
Dcitr03g11900.1.1	877	1	878	Q9NFX2_DROME	897	1	898	0.0	70.889	99	82.67	8	24	1285	3324
Dcitr03g11920.1.1	891	1	892	Q9VGZ3_DROME	897	1	898	0.0	72.000	99	84.00	7	10	1314	3400
Dcitr03g11920.1.1	891	1	892	Q9NFX2_DROME	897	1	898	0.0	71.889	99	84.00	7	10	1313	3397
Dcitr03g11920.1.1	891	1	892	O76935_DROME	897	1	898	0.0	71.000	99	83.11	7	10	1293	3347
Dcitr03g12290.1.1	452	64	516	A0A0B4K7M0_DROME	448	54	502	0.0	70.897	77	82.93	4	12	684	1766
Dcitr03g12290.1.1	452	64	516	Q9W1Y2_DROME	448	54	502	0.0	70.897	77	82.93	4	12	684	1765
Dcitr03g12290.1.1	452	64	516	Q8T0K5_DROME	448	54	502	0.0	70.678	77	82.71	4	12	680	1755
Dcitr03g12300.1.1	452	110	562	A0A0B4K7M0_DROME	448	54	502	0.0	70.897	78	82.93	4	12	682	1759
Dcitr03g12300.1.1	452	110	562	Q9W1Y2_DROME	448	54	502	0.0	70.897	77	82.93	4	12	681	1758
Dcitr03g12300.1.1	452	110	562	Q8T0K5_DROME	448	54	502	0.0	70.678	77	82.71	4	12	678	1750
Dcitr03g12320.1.1	326	64	390	Q9W1Y2_DROME	326	9	335	6.68e-167	70.122	82	80.49	2	2	485	1248
Dcitr03g12320.1.1	326	64	390	Q9W1Y3_DROME	326	9	335	1.07e-166	70.122	82	80.49	2	2	485	1248
Dcitr03g12320.1.1	296	94	390	A0A0B4K7M0_DROME	297	38	335	1.13e-166	75.503	75	84.90	1	1	485	1249
Dcitr03g12330.1.1	452	110	562	A0A0B4K7M0_DROME	448	54	502	0.0	70.897	78	82.93	4	12	682	1759
Dcitr03g12330.1.1	452	110	562	Q9W1Y2_DROME	448	54	502	0.0	70.897	77	82.93	4	12	681	1758
Dcitr03g12330.1.1	452	110	562	Q8T0K5_DROME	448	54	502	0.0	70.678	77	82.71	4	12	678	1750
Dcitr03g12510.1.1	596	1	597	INT11_DROME	595	1	596	0.0	72.000	98	87.00	3	7	942	2436
Dcitr03g12530.1.1	596	1	597	INT11_DROME	595	1	596	0.0	72.000	98	87.00	3	7	943	2437
Dcitr03g12690.1.1	279	44	323	ERF1_DROME	280	131	411	0.0	94.662	85	97.15	1	1	551	1420
Dcitr03g12700.1.1	116	1	117	ERF1_DROME	113	1	114	3.65e-74	96.581	99	97.44	1	3	226	577
Dcitr03g12710.1.1	65	17	82	DENR_DROME	65	123	188	6.26e-37	90.909	78	95.45	0	0	122	306
Dcitr03g12720.1.1	354	1	355	ERF1_DROME	352	1	353	0.0	95.225	87	96.91	2	4	694	1790
Dcitr03g12740.1.1	439	1	440	ERF1_DROME	437	1	438	0.0	94.331	99	96.83	2	4	853	2205
Dcitr03g12980.1.1	465	2	467	A0A0B4KHK1_DROME	502	4	506	0.0	74.257	92	82.38	3	41	770	1989
Dcitr03g12980.1.1	465	2	467	Q9VDE3_DROME	502	4	506	0.0	74.257	92	82.38	3	41	769	1987
Dcitr03g12980.1.1	465	2	467	O44382_DROME	502	4	506	0.0	73.861	92	82.18	3	41	767	1981
Dcitr03g13230.1.1	541	753	1294	Q9VGG9_DROME	543	859	1402	0.0	71.298	96	83.55	3	8	807	2084
Dcitr03g13230.1.1	541	753	1294	Q7KSN8_DROME	546	859	1405	0.0	71.481	96	83.55	2	5	811	2094
Dcitr03g13620.1.1	649	134	783	Q9VAQ0_DROME	648	204	852	0.0	71.908	96	85.95	6	11	962	2488
Dcitr03g13620.1.1	636	147	783	Q8SYJ7_DROME	635	1	636	0.0	72.430	81	86.45	6	11	959	2479
Dcitr03g14160.1.1	309	4	313	C1TC_DROME	309	231	540	3.40e-146	71.935	98	80.97	0	0	436	1120
Dcitr03g14440.1.1	37	239	276	SERR_DROME	37	302	339	1.16e-13	71.053	73	84.21	0	0	72.4	176
Dcitr03g14500.1.1	245	19	264	GLC7B_CAEEL	245	56	301	8.40e-154	78.862	84	91.06	0	0	433	1113
Dcitr03g14500.1.1	245	19	264	PP13_DROME	245	55	300	2.79e-153	79.675	84	89.84	0	0	430	1106
Dcitr03g14500.1.1	268	19	287	GLC7A_CAEEL	271	57	328	1.10e-152	70.956	92	86.03	1	3	430	1105
Dcitr03g14540.1.1	203	1	204	O18332_DROME	201	4	205	2.61e-118	79.024	99	87.32	2	4	334	857
Dcitr03g14540.1.1	203	1	204	RAB1A_DICDI	201	1	202	1.82e-110	73.529	99	84.80	2	2	314	805
Dcitr03g14540.1.1	170	1	171	RAB1B_DICDI	170	1	171	1.33e-103	82.456	83	89.47	0	0	297	760
Dcitr03g14630.1.1	203	1	204	O18332_DROME	201	4	205	4.37e-117	78.537	99	86.83	2	4	331	849
Dcitr03g14630.1.1	203	1	204	RAB1A_DICDI	201	1	202	2.19e-109	73.039	99	84.31	2	2	311	798
Dcitr03g14630.1.1	170	1	171	RAB1B_DICDI	170	1	171	1.82e-102	81.871	83	88.89	0	0	294	753
Dcitr03g15060.1.1	375	5	380	SGG_DROME	375	4	379	0.0	77.513	89	87.30	3	4	605	1560
Dcitr03g15060.1.1	323	36	359	GSK3_CAEEL	324	15	339	0.0	73.538	76	85.23	1	1	511	1316
Dcitr03g15090.1.1	197	5	202	SGG_DROME	196	4	200	1.71e-97	72.362	83	83.92	2	3	293	751
Dcitr03g16190.1.1	105	1	106	SMD3_DROME	106	1	107	1.92e-54	71.963	88	84.11	1	1	167	423
Dcitr03g16210.1.1	757	23	780	Q9VIE8_DROME	759	27	786	0.0	77.135	97	86.86	4	4	1192	3084
Dcitr03g16210.1.1	756	23	779	ACON_CAEEL	755	17	772	0.0	74.572	97	85.64	3	5	1165	3014
Dcitr03g16210.1.1	758	23	781	Q8T4D6_DROME	760	17	777	0.0	73.753	97	84.38	3	4	1143	2957
Dcitr03g16480.1.1	242	1	243	Q0KHZ6_DROME	242	1	243	3.22e-129	77.778	99	88.48	0	0	376	966
Dcitr03g16480.1.1	236	287	523	Q0KHZ6_DROME	236	17	253	1.60e-124	77.215	99	87.76	0	0	364	935
Dcitr03g16480.1.1	43	244	287	Q0KHZ6_DROME	43	71	114	8.69e-14	72.727	99	84.09	0	0	71.6	174
Dcitr03g16480.1.1	242	1	243	Q8MR58_DROME	242	2	244	3.98e-129	77.778	99	88.48	0	0	376	966
Dcitr03g16480.1.1	236	287	523	Q8MR58_DROME	236	18	254	2.01e-124	77.215	99	87.76	0	0	364	935
Dcitr03g16480.1.1	43	244	287	Q8MR58_DROME	43	72	115	9.07e-14	72.727	99	84.09	0	0	71.6	174
Dcitr03g16510.1.1	217	3	220	Q9W3Q0_DROME	216	2	218	5.13e-124	74.771	99	88.07	1	1	350	897
Dcitr03g16510.1.1	217	3	220	Q8SYS5_DROME	216	2	218	8.12e-123	74.312	99	87.61	1	1	347	890
Dcitr03g16550.1.1	550	453	1003	M9MS55_DROME	558	222	780	0.0	74.778	71	84.72	4	16	856	2212
Dcitr03g16550.1.1	550	453	1003	X2JFA0_DROME	558	219	777	0.0	74.778	71	84.72	4	16	855	2210
Dcitr03g16560.1.1	411	1	412	X2JEY5_DROME	454	288	742	0.0	75.877	97	82.02	2	45	684	1766
Dcitr03g16560.1.1	411	1	412	M9MS55_DROME	454	279	733	0.0	75.877	97	82.02	2	45	684	1766
Dcitr03g16560.1.1	411	1	412	X2JFA0_DROME	454	276	730	0.0	75.877	97	82.02	2	45	684	1765
Dcitr03g16790.1.1	104	1	105	Q9VNF9_DROME	104	85	189	3.48e-51	73.333	99	88.57	0	0	159	403
Dcitr03g16790.1.1	104	1	105	Q7K107_DROME	104	129	233	4.11e-51	73.333	99	88.57	0	0	160	406
